sourceType,platformId,platformLabel,date,region,channel,sourceChannel,merchant,rawMerchant,brand,product,rawProduct,activityName,activityGmv,subsidy,orderId
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(深圳万科云城店),K1664,1664白啤500ml罐装3罐装,1664 白啤500ml*3多罐装,6月嘉士伯超级品牌券39-10新供给,-42.0,-7.0,4054020338150318835
bill,taobao,淘宝闪购,2026-06-08,YN,惠宜选,仓店,惠宜选,拾惠客24h超市(南华县龙城大道店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,30.0,5.71,4054020338268636823
bill,taobao,淘宝闪购,2026-06-08,YN,惠宜选,仓店,惠宜选,拾惠客24h超市(南华县龙城大道店),大理啤酒,大理V8啤酒575ml瓶装,大理V8 啤酒575ml瓶装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,22.5,4.29,4054020338268636823
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海马陆店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,6.1-6.30品牌联盟29-6全渠道,29.2,4.8,4054060338320952049
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海马陆店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,6.1-6.30品牌联盟29-6全渠道,7.3,1.2,4054060338320952049
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(廉江城南店),乌苏,红乌苏500ml大罐装,乌苏 红罐装啤酒 500ml/罐,6.1-6.30品牌联盟29-6全渠道,40.0,6.0,4054150338069610052
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福安天马店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,98.0,20.0,4054190337948162611
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福安天马店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,98.0,15.0,4054190338090945186
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福安天马店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,【品牌联盟券】6月深夜小酒馆69-15,98.0,15.0,4054190338099216097
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,惠宜选,仓店,惠宜选,厉臣便利店(学府壹号店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,6月嘉士伯超级品牌券39-10新供给,55.0,7.0,4054230337833515566
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(玉山博爱店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,133.0,15.0,4054250338305789597
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(合肥滨湖三店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,62.0,8.0,4054516171925331460
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福州鳌峰店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满39-10,51.0,10.0,4054546172012598850
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(乐安川乐店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,133.0,15.0,4054566171762497127
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,永辉,连锁超市,永辉超市,永辉超市(苏州高铁吾悦店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,6月嘉士伯超级品牌券39-10超便,43.9,7.0,4054596171924040247
bill,taobao,淘宝闪购,2026-06-08,YN,惠宜选,仓店,惠宜选,厉臣便利店(玉龙县玉兴东路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,69.0,10.0,4054626171885076995
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,永辉,连锁超市,永辉超市,永辉超市(政和大道万达店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,6月嘉士伯超级品牌券39-10超便,43.9,7.0,4054646171894862389
bill,taobao,淘宝闪购,2026-06-08,CIB东南,惠宜选,仓店,惠宜选,拾惠客24h超市(厦门新澳路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,77.0,8.0,4054666171712573025
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,惠宜选,仓店,惠宜选,拾惠客24h超市(扶沟桐丘中路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4054736171849911875
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(贵阳甜蜜小镇店),乐堡,乐堡白啤500ml大罐装12箱装,乐堡白啤500ml大罐装12箱装,嘉士伯_满减券_6月华中加持品牌券满59-10,88.0,10.0,4054906171867573793
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(惠州麦地店),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,6月嘉士伯超级品牌券99-35新供给,158.0,20.0,4054916171976769110
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(玉溪彩虹店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,53.0,8.0,4054946171921599066
bill,taobao,淘宝闪购,2026-06-08,CBC-CQ,永辉,连锁超市,永辉超市,永辉线上超市(华福大道店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,65.9,10.0,4055000338102855307
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二·酒水外卖(宾川店),大理啤酒,大理V8啤酒470ml瓶装12箱装,大理V8啤酒470ml瓶装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,60.0,10.0,4055000338320926442
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(凤凰杜田路店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,【品牌联盟券】6月深夜小酒馆38-8,47.0,8.0,4055020338363671185
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(维西清水湾店),大理啤酒,大理V8啤酒470ml瓶装12箱装,大理V8啤酒470ml瓶装12箱装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,114.0,10.0,4055060337982197291
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(维西清水湾店),大理啤酒,大理V8啤酒470ml瓶装12箱装,大理V8啤酒470ml瓶装12箱装,【品牌联盟券】6月深夜小酒馆38-8,57.0,8.0,4055060338208918238
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(大名京府大街店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券39-10新供给,45.9,7.0,4055090337830945412
bill,taobao,淘宝闪购,2026-06-08,CIB东南,惠宜选,仓店,惠宜选,惠宜选(莆田团结路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,77.0,8.0,4055090337901438495
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(新乡长垣店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4055160338030201472
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(水城红桥店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,67.0,8.0,4055160338309965316
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(建水小桂湖店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,69.0,10.0,4055310338205506090
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(昆明高原明珠店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,118.0,8.0,4055320338223093497
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州桐木井店),重庆啤酒,重庆88啤酒500ml大罐装12箱装,重庆88啤酒500ml大罐装12箱装,嘉士伯_满减券_6月华中加持品牌券满79-20,47.0,10.0,4055350338040286907
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州桐木井店),重庆啤酒,重庆88啤酒500ml大罐装12箱装,重庆88啤酒500ml大罐装12箱装,嘉士伯_满减券_6月华中加持品牌券满79-20,47.0,10.0,4055350338040286907
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(咸阳三原县店),乌苏,乌苏新疆酒花精酿啤酒1L*6罐,,6月嘉士伯_满减券_NX闪电仓满19-10,31.0,10.0,4055360338384330241
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(常州清潭店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,63.0,8.0,4055420338055667216
bill,taobao,淘宝闪购,2026-06-08,CIB东南,惠宜选,仓店,惠宜选,拾惠客24h超市(慈溪周巷店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,6.1-6.30品牌联盟29-6全渠道,49.9,6.0,4055450337957125743
bill,taobao,淘宝闪购,2026-06-08,CBC-SC,酒小二,酒类专营店,酒小二,酒小二酒类专营店(成都槐树路站),乐堡,乐堡纯生495ml瓶装12箱装,乐堡 纯生495ml瓶装12箱装,【品牌联盟券】6月深夜小酒馆38-8,138.0,8.0,4055470338068493851
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福州螺洲店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月CIB加持品牌券满79-20,104.0,20.0,4055716171703919128
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(海林友谊街店),乐堡,乐堡啤酒495ml瓶装,乐堡啤酒495ml/瓶,【品牌联盟券】6月深夜小酒馆38-8,42.0,8.0,4055776171958600412
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二酒类专营店(杭州九堡路站),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,6月嘉士伯超级品牌券59-20新供给,86.0,12.0,4055836171982180030
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(澜沧铅矿店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,112.0,10.0,4055856171783118343
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(湄潭县中山西路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,69.0,8.0,4055856171967719949
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(个旧永胜店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,53.0,8.0,4055876172003134169
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福州白湖亭店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,51.0,10.0,4056150338010991283
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(东川店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,53.0,8.0,4056190338391782017
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(泸水新城店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,55.0,10.0,4056220338067299995
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(汉中兴汉路店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,63.9,8.0,4056280338112482039
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(南京尧化门店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,6月嘉士伯超级品牌券59-20新供给,80.0,12.0,4056300338107473417
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,拾惠客24h超市(鹤壁兴鹤大街店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.9,10.0,4056340338141854339
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(蓟县店),乌苏,乌苏新疆酒花精酿啤酒1L*6罐,,6月嘉士伯超级品牌券25-10新供给,29.8,6.0,4056430338099123963
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(北海御景半岛店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,90.0,15.0,4056566172004116156
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(安顺市迎宾中路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,69.0,8.0,4056606171848831505
bill,taobao,淘宝闪购,2026-06-08,CBC-CQ,酒小二,酒类专营店,酒小二,酒小二(资中汇金店),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,【品牌联盟券】6月深夜小酒馆69-15,79.0,15.0,4056606171882534525
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,共橙24小时超市(新华区店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,68.9,8.0,4056676171701117596
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二酒类专营店(杭州九堡路站),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,69.0,8.0,4056696171915076346
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(贵阳金珠店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,81.0,8.0,4056706171689913914
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(福鼎流美店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,嘉士伯_满减券_6月CIB加持品牌券满39-10,48.0,10.0,4056716171909152279
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,厉臣便利店(新宾启运店),乌苏,红乌苏620ml大瓶装6箱装,乌苏啤酒620ml*6瓶/箱,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,49.9,10.0,4056886171837391590
bill,taobao,淘宝闪购,2026-06-08,CBC-SC,酒小二,酒类专营店,酒小二,酒小二酒类专营店(成都动物园路站),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,79.0,10.0,4056946171836715601
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(南昌绿地店),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,113.0,10.0,4057180338302683717
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(合肥南艳湖店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,62.0,8.0,4057190338134934178
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(珠海拱北店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,6月嘉士伯超级品牌券79-30新供给,85.0,15.0,4057190338168135348
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(武汉东西湖店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,【品牌联盟券】6月深夜小酒馆38-8,48.0,8.0,4057220338153441832
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,厉臣便利店(黄冈蕲春店),乌苏,红乌苏500ml大罐装3罐装,红乌苏啤酒500ml*3罐/箱,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,49.6,10.0,4057240337802991201
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(安顺市迎宾中路店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,69.0,8.0,4057280338394953435
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(昆明前兴店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,59.0,8.0,4057450337998866090
bill,taobao,淘宝闪购,2026-06-08,CIB东南,惠宜选,仓店,惠宜选,拾惠客24小时超市(漳州建设北路店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,6月嘉士伯超级品牌券99-35新供给,105.0,20.0,4057450338150105712
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(长沙天心阁店),嘉士伯,特醇嘉士伯600ml瓶装12箱装,特醇嘉士伯600ml瓶装12箱装,嘉士伯_满减券_6月华中加持品牌券满59-10,83.0,10.0,4057470338167216796
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(凤庆福广路店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,55.0,10.0,4057506171952847464
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(贵阳三桥店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,85.0,8.0,4057866171892213352
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(江川星云店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,53.0,10.0,4057916171913391730
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,酒小二,酒类专营店,酒小二,酒小二(昆山花桥西店),K1664,1664桃红500ml罐装6罐装,乐堡 啤酒330ml*24,6月嘉士伯超级品牌券59-20新供给,70.0,12.0,4057916172013928063
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(荆州市荆州大道店),乌苏,乌苏秘酿1L瓶装,,6月嘉士伯超级品牌券49-20新供给,39.6,8.98,4058020338097841867
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(荆州市荆州大道店),乌苏,乌苏新疆酒花精酿啤酒1L*6罐,,6月嘉士伯超级品牌券49-20新供给,15.9,4.02,4058020338097841867
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(鄂州吴都店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,嘉士伯_满减券_6月华中加持品牌券满79-20,104.0,20.0,4058250337975381616
bill,taobao,淘宝闪购,2026-06-08,CIB华北,惠宜选,仓店,惠宜选,拾惠客24H超市(安达牛街店),乌苏,红乌苏275ml瓶装,红乌苏275ml瓶装,6月嘉士伯超级品牌券99-35新供给,105.0,20.0,4058440338150741716
bill,taobao,淘宝闪购,2026-06-08,CIB苏皖,惠宜选,仓店,惠宜选,厉臣便利店(常熟新溪中路店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,6月嘉士伯超级品牌券99-35新供给,105.0,20.0,4058490338173521427
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(昆明秀才塘店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,6.1-6.30品牌联盟29-6全渠道,59.0,6.0,4058526171950170822
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(晋宁昆阳店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,106.0,8.0,4058526172008684169
bill,taobao,淘宝闪购,2026-06-08,CIB东南,酒小二,酒类专营店,酒小二,酒小二(上海静安寺店),K1664,1664白啤500ml罐装12箱装,1664 白啤500ml大罐箱装,[混补]嘉士伯CIB浙沪闽赣129-50,142.0,30.0,4058536171865475837
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(湘潭莲城大道店),乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,【品牌联盟券】6月深夜小酒馆38-8,41.4,8.0,4058556171943373538
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,惠宜选,仓店,惠宜选,拾惠客24H超市(湘潭韶山东路店),乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,【品牌联盟券】6月深夜小酒馆38-8,41.4,8.0,4058556171951539909
bill,taobao,淘宝闪购,2026-06-08,CIB东南,惠宜选,仓店,惠宜选,拾惠客24h超市(杭州乔莫东路店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券39-10新供给,43.9,7.0,4058586171703164554
bill,taobao,淘宝闪购,2026-06-08,CBC-SC,酒小二,酒类专营店,酒小二,酒小二(德阳鲁能店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,72.0,10.0,4058646171935451847
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(深圳东门店),乌苏,红乌苏500ml大罐装6罐装,红乌苏 500ml*6多罐装,6月嘉士伯超级品牌券39-10新供给,46.0,7.0,4058686171678091852
bill,taobao,淘宝闪购,2026-06-08,CIB华南,酒小二,酒类专营店,酒小二,酒小二(深圳东门店),乌苏,红乌苏500ml大罐装12箱装,红乌苏啤酒500ml*12罐/箱,6月嘉士伯超级品牌券79-30新供给,85.0,15.0,4058686171711622776
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(个旧御景国际店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,嘉士伯_满减券_6月品牌加持满59-10全渠道,68.0,10.0,4058686171980962478
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(东川店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,嘉士伯_满减券_6月品牌加持满49-10全渠道-新,53.0,10.0,4058696171705028204
bill,taobao,淘宝闪购,2026-06-08,CBC-CQ,永辉,连锁超市,永辉超市,永辉超市(梁平时代城店),乐堡,乐堡啤酒500ml大罐装,乐堡 啤酒500ml大罐装,嘉士伯_满减券_6月CBC-重庆加持品牌券满49-10,52.2,10.0,4058746171726168803
bill,taobao,淘宝闪购,2026-06-08,华中-非湖南,酒小二,酒类专营店,酒小二,酒小二(清镇店),乐堡,乐堡啤酒495ml瓶装12箱装,乐堡啤酒495ml*12/箱装,【品牌联盟券】6月深夜小酒馆38-8,81.0,8.0,4058826171926168254
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(平江熊大花垣山店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,79.0,8.0,4058886171997366924
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(平江熊大花垣山店),乐堡,乐堡啤酒500ml大罐装12箱装,乐堡 啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,79.0,8.0,4058886172014113434
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(昆明盛惠园店),大理啤酒,大理V8啤酒500ml罐装,大理V8啤酒500ml罐装,【品牌联盟券】6月深夜小酒馆38-8,59.0,8.0,4058896172024385059
bill,taobao,淘宝闪购,2026-06-08,YN,酒小二,酒类专营店,酒小二,酒小二(景洪万达店),乌苏,红乌苏620ml大瓶装12箱装,红乌苏啤酒620ml*12瓶/箱,【品牌联盟券】6月深夜小酒馆69-15,108.0,15.0,4059160338215787164
bill,taobao,淘宝闪购,2026-06-08,CIB东南,惠宜选,仓店,惠宜选,惠宜选超市(杭州萧山新街店),乌苏,红乌苏275ml瓶装,红乌苏275ml瓶装,6月嘉士伯超级品牌券79-30新供给,95.8,15.0,4059290338092572304
bill,taobao,淘宝闪购,2026-06-08,华中-湖南,酒小二,酒类专营店,酒小二,酒小二(永州桐木井店),重庆啤酒,重庆88啤酒500ml大罐装12箱装,重庆88啤酒500ml大罐装12箱装,【品牌联盟券】6月深夜小酒馆38-8,47.0,8.0,4059300338151568012
